kreis;Y_2022;Y_2025;Y_2030;Y_2035;Y_2040;Y_2045
5119000;2;0;0;0;0;0
5120000;13;8;3;0;0;0
5122000;12;0;0;0;0;0
5124000;52;20;0;0;0;0
5154000;1647;1594;1482;1348;1217;1137
5158000;198;172;131;88;47;10
5162000;692;631;532;433;336;242
5166000;995;985;967;950;934;919
5170000;329;292;224;152;82;20
5314000;156;144;116;89;63;41
5315000;84;55;8;0;0;0
5316000;54;45;35;24;15;5
5334000;137;61;0;0;0;0
5358000;241;198;139;81;27;0
5362000;334;306;251;185;119;76
5366000;220;204;184;163;145;129
5370000;251;240;222;204;190;179
5374000;139;132;120;109;99;90
5378000;303;292;275;257;241;225
5382000;2951;2920;2868;2816;2770;2731
5512000;87;80;69;59;48;38
5513000;2;0;0;0;0;0
5515000;113;86;39;0;0;0
5554000;590;540;451;360;276;212
5558000;343;330;311;293;275;258
5562000;202;155;85;14;0;0
5566000;441;349;194;40;0;0
5570000;339;309;258;208;162;121
5711000;86;82;76;70;64;58
5754000;290;255;191;127;67;11
5758000;186;167;137;107;79;51
5762000;331;322;304;286;271;258
5766000;348;334;312;290;270;254
5770000;180;137;84;30;0;0
5774000;381;344;285;218;160;131
5911000;11;0;0;0;0;0
5913000;38;28;25;21;17;14
5914000;79;73;64;55;47;39
5915000;41;33;22;10;0;0
5916000;2;0;0;0;0;0
5954000;90;85;76;67;59;51
5958000;6214;6211;6206;6202;6199;6200
5962000;494;477;450;423;396;371
5966000;1683;1682;1680;1678;1678;1679
5970000;53;57;66;74;82;91
5974000;618;583;522;458;399;352
5978000;120;78;8;0;0;0
6411000;185;183;180;178;176;175
6412000;536;521;489;462;437;416
6413000;15;12;8;4;0;0
6414000;1052;1042;1028;1016;1004;993
6431000;2820;2807;2783;2761;2743;2727
6432000;1418;1403;1385;1370;1356;1344
6433000;1396;1387;1373;1357;1337;1318
6434000;736;731;724;719;713;708
6435000;1293;1266;1213;1162;1113;1062
6436000;1289;1283;1273;1261;1249;1239
6437000;580;573;560;546;535;524
6438000;455;442;416;388;361;337
6439000;3730;3723;3711;3700;3690;3681
6440000;2901;2884;2854;2816;2782;2750
6531000;1562;1552;1534;1515;1496;1480
6532000;867;848;817;785;755;726
6533000;350;340;322;304;288;276
6534000;327;319;302;285;270;257
6535000;304;293;271;247;228;212
6611000;21;17;9;3;0;0
6631000;217;208;191;173;157;144
6632000;292;287;276;265;256;249
6633000;672;663;647;630;614;602
6634000;450;442;427;412;398;385
6635000;472;461;436;411;388;369
6636000;1114;1113;1111;1109;1108;1106
7111000;202;199;194;189;186;183
7131000;1683;1679;1672;1666;1661;1657
7132000;101;96;89;82;76;71
7133000;6140;6124;6105;6086;6067;6050
7134000;190;188;187;185;184;183
7135000;2103;2098;2087;2076;2067;2060
7137000;1495;1482;1460;1437;1420;1405
7138000;387;356;307;257;219;188
7140000;652;648;645;642;640;639
7141000;231;223;211;200;189;180
7143000;344;327;304;281;261;245
7211000;427;409;376;346;323;304
7231000;5049;5041;5028;5015;5004;4997
7232000;997;994;990;982;975;969
7233000;292;286;274;262;252;244
7235000;5763;5756;5743;5728;5716;5706
7311000;9;8;8;8;7;6
7312000;43;37;26;17;10;7
7313000;2373;2370;2367;2364;2361;2359
7314000;13;10;6;3;0;0
7315000;1117;1110;1101;1092;1083;1075
7316000;2428;2427;2425;2423;2422;2420
7317000;23;22;20;18;16;15
7318000;1;0;0;0;0;0
7319000;1841;1830;1820;1810;1801;1794
7320000;64;62;60;57;55;53
7331000;15604;15585;15547;15505;15468;15443
7332000;10327;10323;10316;10310;10305;10302
7333000;776;772;765;758;751;746
7334000;600;594;586;579;571;566
7335000;122;119;112;106;100;97
7336000;591;589;586;583;580;578
7337000;12054;12042;12024;12007;11992;11982
7338000;481;460;426;393;366;343
7339000;14163;14148;14120;14091;14065;14043
7340000;175;173;169;164;161;158
8111000;2344;2334;2317;2303;2288;2275
8115000;3898;3890;3877;3866;3855;3846
8116000;10414;10400;10378;10356;10336;10318
8117000;4814;4798;4772;4749;4728;4709
8118000;8614;8596;8560;8526;8492;8462
8119000;11583;11552;11527;11504;11484;11466
8121000;998;992;985;978;972;967
8125000;11899;11879;11849;11823;11801;11784
8126000;4764;4759;4752;4745;4740;4736
8127000;2366;2359;2346;2332;2320;2312
8128000;4427;4412;4387;4361;4340;4326
8135000;474;465;452;440;430;422
8136000;2951;2915;2854;2788;2730;2698
8211000;1204;1200;1193;1187;1181;1177
8212000;859;853;847;842;837;834
8215000;7027;6999;6957;6918;6886;6860
8216000;6394;6384;6367;6351;6337;6326
8221000;539;537;532;529;525;522
8222000;105;95;83;73;63;55
8225000;2429;2416;2397;2377;2359;2347
8226000;4409;4372;4328;4290;4257;4228
8231000;843;836;832;829;825;823
8235000;1580;1571;1555;1541;1530;1521
8236000;5689;5671;5639;5609;5585;5566
8237000;930;925;920;916;913;910
8311000;1172;1163;1148;1135;1123;1113
8315000;9568;9537;9495;9456;9424;9398
8316000;6244;6235;6217;6200;6186;6174
8317000;15646;15615;15565;15521;15484;15457
8325000;888;877;858;840;825;813
8326000;257;234;194;156;125;100
8327000;385;373;356;341;328;319
8335000;3784;3770;3743;3719;3699;3684
8336000;4790;4773;4754;4738;4723;4712
8337000;2115;2109;2098;2088;2079;2072
8415000;4259;4242;4218;4196;4178;4163
8416000;4731;4720;4701;4683;4668;4657
8417000;2672;2643;2599;2558;2523;2495
8421000;361;346;322;299;275;253
8425000;1546;1533;1510;1489;1469;1451
8426000;915;904;885;869;855;843
8435000;12907;12891;12861;12833;12810;12789
8436000;4454;4430;4375;4323;4280;4247
8437000;812;803;788;772;759;749
9161000;27;21;5;0;0;0
9162000;150;132;96;64;34;4
9163000;1;0;0;0;0;0
9171000;66;68;71;74;78;81
9172000;40;40;40;40;40;40
9173000;41;39;36;34;32;31
9174000;113;109;91;73;59;47
9175000;59;58;56;55;53;52
9176000;1349;1344;1332;1322;1314;1306
9177000;126;120;106;93;81;69
9178000;2572;2558;2529;2503;2479;2458
9179000;116;109;97;81;65;50
9180000;10;8;7;5;3;2
9181000;109;105;97;91;85;80
9182000;7;5;2;0;0;0
9183000;170;167;163;161;158;157
9184000;182;177;159;143;125;107
9185000;176;172;162;152;143;135
9186000;6328;6324;6314;6305;6298;6293
9187000;343;330;305;275;247;222
9188000;79;73;66;60;54;48
9189000;79;76;72;67;63;57
9190000;39;36;30;24;20;16
9261000;17;16;16;15;14;13
9262000;32;31;30;29;28;28
9263000;34;33;32;31;30;29
9271000;97;94;88;83;78;74
9272000;29;27;23;19;16;14
9273000;7177;7169;7156;7145;7136;7131
9274000;1583;1571;1543;1518;1497;1480
9275000;442;439;434;428;424;422
9276000;34;30;24;17;11;5
9277000;159;155;148;139;130;123
9278000;428;423;413;405;398;392
9279000;211;199;180;163;147;133
9361000;1;0;0;0;0;0
9362000;75;70;62;55;48;40
9363000;3;2;2;2;2;2
9371000;30;23;10;0;0;0
9372000;66;59;47;36;24;13
9373000;75;73;71;69;68;68
9374000;67;64;60;57;53;50
9375000;499;491;475;456;440;426
9376000;92;92;91;89;88;89
9377000;36;30;22;15;9;6
9461000;55;54;52;51;50;49
9462000;9;8;8;8;8;7
9463000;14;14;14;14;14;14
9464000;5;5;5;5;5;5
9471000;478;468;452;436;423;413
9472000;82;80;77;74;72;71
9473000;121;118;112;107;103;99
9474000;1737;1732;1724;1716;1710;1705
9475000;68;68;68;68;68;68
9476000;43;42;42;42;41;41
9477000;153;149;144;138;134;133
9478000;96;91;85;80;75;72
9479000;8;8;8;8;8;8
9561000;7;7;7;7;7;7
9562000;16;15;13;11;9;7
9563000;126;121;113;107;100;94
9564000;334;326;316;306;295;286
9565000;17;16;14;13;12;11
9571000;356;351;341;330;322;316
9572000;348;341;325;308;294;282
9573000;163;159;149;140;132;126
9574000;399;386;361;336;312;290
9575000;945;943;940;937;934;932
9576000;467;461;452;443;434;425
9577000;250;248;245;243;241;239
9661000;187;186;185;183;182;182
9662000;13;12;12;12;12;11
9663000;334;313;304;295;286;280
9671000;776;767;750;735;720;707
9672000;354;352;348;345;342;340
9673000;267;261;250;240;232;226
9674000;397;393;386;379;373;369
9675000;4455;4452;4448;4442;4438;4434
9676000;1725;1717;1702;1687;1675;1664
9677000;1744;1735;1719;1704;1691;1681
9678000;1320;1314;1304;1294;1286;1280
9679000;2821;2811;2793;2775;2759;2745
9761000;48;47;47;47;47;46
9762000;2;1;1;1;1;1
9763000;5;4;3;2;2;1
9764000;9;8;8;8;8;8
9771000;261;258;251;245;240;235
9772000;202;188;162;139;120;104
9773000;81;76;67;57;50;44
9774000;196;191;182;175;168;162
9775000;78;67;54;41;30;20
9776000;993;987;978;968;958;950
9777000;40;39;36;31;27;24
9778000;35;32;28;22;16;11
9779000;207;205;201;195;190;186
9780000;9;6;2;0;0;0
10041000;203;195;185;175;168;161
10042000;1093;1063;1040;1016;994;974
10043000;257;247;234;221;209;198
10044000;429;355;272;188;108;30
10045000;875;858;838;817;798;781
10046000;218;194;163;130;101;72
11000000;64;0;0;0;0;0
12051000;6;0;0;0;0;0
12052000;14;8;0;0;0;0
12053000;687;680;667;654;642;631
12054000;245;234;214;195;179;163
12060000;625;614;598;582;567;553
12061000;820;817;811;804;798;793
12062000;625;618;607;594;583;572
12063000;822;810;791;771;752;733
12064000;758;743;717;692;668;644
12065000;488;481;468;456;444;433
12066000;166;132;77;32;0;0
12067000;541;519;485;450;418;387
12068000;596;580;555;527;503;483
12069000;1836;1806;1750;1694;1642;1595
12070000;325;301;264;225;189;153
12071000;273;269;262;256;249;243
12072000;272;268;261;256;251;246
12073000;388;380;365;349;336;324
13003000;297;288;276;263;251;241
13004000;25;23;21;18;17;15
13071000;641;620;587;554;524;496
13072000;1128;1101;1052;1002;955;916
13073000;3324;3313;3295;3278;3261;3246
13074000;544;505;440;376;313;251
13075000;1460;1406;1317;1227;1142;1059
13076000;1869;1844;1799;1754;1715;1681
14511000;30;27;23;20;17;14
14521000;160;132;86;40;0;0
14522000;1028;1025;1022;1019;1016;1014
14523000;127;125;124;123;123;122
14524000;316;305;291;287;283;279
14612000;387;358;318;281;243;210
14625000;515;508;501;496;491;488
14626000;393;398;408;419;430;441
14627000;1745;1739;1731;1721;1712;1703
14628000;2226;2223;2219;2215;2210;2206
14713000;68;53;15;0;0;0
14729000;1041;1020;986;952;919;888
14730000;1086;1063;1033;1002;971;942
15001000;32;31;30;29;28;27
15002000;29;22;12;2;0;0
15003000;51;51;51;51;51;51
15081000;356;350;341;333;324;316
15082000;394;378;353;332;310;287
15083000;525;504;470;436;404;372
15084000;2247;2227;2194;2162;2130;2098
15085000;1401;1396;1390;1383;1376;1371
15086000;308;313;321;328;337;346
15087000;3292;3249;3177;3105;3034;2964
15088000;1424;1403;1369;1335;1301;1267
15089000;591;568;531;498;465;432
15090000;559;555;554;554;554;554
15091000;510;507;508;510;512;515
16051000;286;245;218;191;167;142
16052000;63;52;41;31;21;11
16053000;78;73;66;60;54;48
16054000;5;0;0;0;0;0
16055000;123;120;115;111;107;103
16056000;36;23;1;0;0;0
16061000;638;631;620;610;599;589
16062000;456;439;412;385;358;332
16063000;559;533;495;457;420;384
16064000;941;922;894;865;837;812
16065000;1270;1259;1241;1222;1204;1187
16066000;278;280;291;301;312;325
16067000;1321;1300;1283;1265;1247;1233
16068000;1067;1055;1036;1018;1000;983
16069000;497;495;494;493;492;491
16070000;154;133;101;69;38;8
16071000;769;761;751;740;729;719
16072000;16;0;0;0;0;0
16073000;262;250;232;213;195;176
16074000;773;765;756;748;740;732
16075000;173;158;133;109;84;60
16076000;309;287;251;216;181;146
16077000;320;319;317;316;316;315
