kreis;Y_2022;Y_2025;Y_2030;Y_2035;Y_2040;Y_2045
7141000;21747;21665;21520;21362;21219;21125
7143000;9508;9299;8890;8400;7946;7714
7211000;957;898;792;697;623;569
7231000;17299;17078;16625;16106;15634;15401
7232000;36675;36306;35514;34528;33605;33153
7233000;9844;9687;9345;8909;8491;8292
7235000;16996;16768;16288;15752;15266;15010
7311000;2664;2658;2650;2641;2633;2627
7312000;568;519;433;354;299;267
7313000;1044;1032;1017;1003;991;983
7314000;2281;2264;2243;2225;2206;2189
7315000;2806;2774;2731;2686;2641;2602
7316000;1273;1266;1255;1244;1234;1226
7317000;845;837;822;806;793;782
7318000;701;676;634;593;554;519
7319000;4551;4497;4414;4315;4222;4168
7320000;2204;2193;2173;2152;2133;2117
7331000;28738;28465;27889;27152;26452;26110
7332000;8643;8578;8460;8330;8218;8157
7333000;26209;26043;25692;25241;24811;24604
7334000;14036;13952;13801;13612;13428;13329
7335000;9977;9877;9661;9404;9168;9051
7336000;13970;13874;13667;13401;13148;13029
7337000;11008;10923;10778;10617;10472;10386
7338000;14936;14829;14646;14449;14274;14153
7339000;20359;20224;19952;19636;19336;19160
7340000;11929;11824;11597;11321;11065;10943
8111000;1657;1618;1563;1514;1469;1427
8115000;17333;17279;17208;17146;17086;17033
8116000;12066;11971;11832;11705;11583;11484
8117000;13407;13006;12315;11506;10803;10475
8118000;27519;27402;27189;26988;26799;26656
8119000;14981;14822;14633;14447;14286;14175
8121000;3644;3618;3590;3564;3539;3517
8125000;45250;44970;44506;44023;43607;43385
8126000;32799;32599;32253;31888;31580;31425
8127000;54802;54031;52662;51048;49657;49042
8128000;62984;62107;60563;58763;57217;56541
8135000;18598;18250;17652;16950;16346;16080
8136000;40079;39335;38050;36536;35225;34646
8211000;622;621;620;619;618;617
8212000;2227;2199;2172;2150;2125;2107
8215000;34449;34283;34021;33773;33558;33412
8216000;10816;10750;10632;10525;10435;10369
8221000;2086;2074;2054;2037;2021;2009
8222000;3016;2979;2936;2895;2858;2830
8225000;39326;38900;38185;37384;36689;36334
8226000;33526;33336;33075;32843;32637;32477
8231000;552;525;507;492;477;465
8235000;10370;10296;10169;10057;9966;9899
8236000;14596;14429;14137;13829;13568;13421
8237000;11875;11721;11465;11195;10966;10855
8311000;1721;1692;1652;1615;1580;1550
8315000;21462;21305;21068;20859;20680;20545
8316000;12498;12429;12299;12182;12082;12005
8317000;31829;31361;30567;29680;28922;28552
8325000;19962;19891;19768;19656;19563;19497
8326000;18468;18332;18083;17859;17677;17542
8327000;10657;10511;10267;10020;9812;9698
8335000;22616;22508;22318;22155;22014;21919
8336000;7857;7772;7662;7564;7477;7416
8337000;17177;17074;16890;16726;16585;16483
8415000;23908;23808;23659;23527;23416;23335
8416000;15201;15152;15075;15002;14938;14890
8417000;16016;15840;15564;15294;15062;14905
8421000;4190;4127;4026;3929;3833;3747
8425000;60700;60214;59345;58414;57604;57146
8426000;56003;55766;55349;54967;54640;54410
8435000;13414;13342;13214;13099;12998;12912
8436000;26116;25965;25668;25401;25176;25013
8437000;40665;40445;40044;39643;39309;39111
9161000;5105;5076;5022;4976;4931;4892
9162000;3907;3821;3679;3561;3433;3307
9163000;538;510;466;418;376;350
9171000;22707;22626;22455;22310;22193;22143
9172000;3282;3202;3027;2880;2759;2686
9173000;1523;1426;1234;1082;955;878
9174000;34012;33854;33525;33194;32912;32775
9175000;15947;15861;15673;15494;15336;15233
9176000;49863;49018;47500;45816;44378;43770
9177000;49364;49117;48623;48127;47694;47441
9178000;40150;39982;39639;39337;39072;38910
9179000;19220;19116;18909;18711;18542;18447
9180000;99;99;99;99;99;99
9181000;21229;21073;20730;20450;20212;20063
9182000;12;0;0;0;0;0
9183000;37225;37108;36902;36743;36612;36539
9184000;16841;16765;16615;16494;16376;16285
9185000;37187;36987;36567;36174;35841;35662
9186000;31367;31132;30666;30187;29779;29579
9187000;15232;15068;14728;14407;14123;13938
9188000;7425;7378;7286;7213;7150;7110
9189000;28400;28170;27686;27240;26858;26637
9190000;3670;3670;3670;3670;3670;3670
9261000;2261;2233;2178;2126;2081;2053
9262000;763;746;712;684;661;644
9263000;3656;3626;3569;3523;3484;3459
9271000;35758;35538;35067;34699;34395;34224
9272000;4608;4432;4082;3758;3494;3358
9273000;38654;38385;37857;37379;36984;36804
9274000;79168;78707;77774;76874;76117;75713
9275000;59430;59132;58495;57963;57545;57365
9276000;3588;3351;2905;2471;2102;1897
9277000;61715;61257;60389;59492;58728;58340
9278000;57421;57050;56285;55625;55076;54795
9279000;53558;53255;52664;52151;51722;51481
9361000;1614;1598;1568;1545;1528;1520
9362000;2151;2126;2090;2060;2028;1996
9363000;1742;1728;1697;1672;1653;1644
9371000;38189;37678;36733;35727;34884;34528
9372000;33218;32972;32497;32048;31659;31422
9373000;49435;48150;45860;43299;41126;40234
9374000;33671;33413;32895;32440;32062;31877
9375000;63022;62635;61878;61115;60473;60158
9376000;44421;44129;43520;42928;42454;42286
9377000;31992;31734;31258;30773;30373;30208
9461000;690;675;650;630;612;601
9462000;1487;1482;1473;1464;1457;1450
9463000;1142;1132;1114;1096;1080;1067
9464000;1934;1927;1912;1901;1892;1888
9471000;44762;44060;42804;41429;40268;39753
9472000;33770;32975;31541;29915;28543;27986
9473000;25484;25165;24548;23925;23409;23195
9474000;18457;18371;18180;18025;17899;17828
9475000;32372;30938;28437;25491;22981;21980
9476000;10266;10040;9633;9180;8798;8643
9477000;22783;22285;21395;20387;19538;19207
9478000;18942;18748;18383;18022;17721;17591
9479000;16312;15818;14946;13933;13073;12728
9561000;3207;3189;3149;3107;3073;3049
9562000;1778;1771;1760;1750;1736;1724
9563000;1693;1674;1641;1612;1583;1554
9564000;2388;2356;2315;2275;2229;2181
9565000;1016;1010;997;986;975;966
9571000;79345;79157;78782;78386;78043;77814
9572000;16623;16577;16472;16360;16255;16178
9573000;13961;13924;13840;13753;13673;13619
9574000;14966;14901;14765;14626;14492;14383
9575000;61368;61257;61021;60757;60515;60368
9576000;25659;25587;25455;25321;25193;25091
9577000;34488;34417;34264;34094;33942;33852
9661000;928;921;913;904;898;891
9662000;719;713;700;688;678;671
9663000;2012;1976;1941;1909;1879;1851
9671000;12857;12790;12671;12559;12454;12355
9672000;29888;29804;29636;29450;29286;29188
9673000;40833;40780;40675;40557;40449;40385
9674000;37705;37660;37563;37464;37382;37334
9675000;35379;35336;35248;35154;35072;35020
9676000;10863;10794;10660;10524;10406;10318
9677000;36300;36195;35990;35766;35565;35439
9678000;46764;46663;46453;46229;46032;45915
9679000;57796;57671;57428;57150;56884;56713
9761000;3081;3048;2993;2944;2898;2849
9762000;148;148;148;148;148;148
9763000;0;0;0;0;0;0
9764000;1271;1264;1249;1233;1219;1207
9771000;38773;38717;38594;38474;38366;38285
9772000;35984;35899;35742;35596;35472;35374
9773000;41180;41120;41002;40882;40777;40698
9774000;26605;26535;26409;26298;26201;26114
9775000;18183;18131;18059;17993;17935;17886
9776000;81;81;81;81;81;81
9777000;7224;7163;7021;6854;6708;6612
9778000;23776;23685;23488;23274;23084;22934
9779000;62569;62501;62375;62243;62124;62027
9780000;94;94;94;94;94;94
10041000;3079;3016;2936;2857;2795;2747
10042000;8725;8529;8289;8009;7748;7570
10043000;2858;2809;2728;2634;2544;2482
10044000;10071;9833;9485;9126;8775;8451
10045000;6184;6122;6032;5936;5840;5757
10046000;6544;6418;6195;5934;5678;5505
11000000;2784;2438;1715;974;208;0
12051000;3479;3332;3062;2800;2566;2354
12052000;3411;3353;3249;3149;3060;2981
12053000;5062;4989;4839;4675;4520;4399
12054000;3132;3080;2989;2904;2828;2755
12060000;38595;38239;37420;36421;35462;34924
12061000;56322;55789;54422;52622;50852;49983
12062000;66529;66028;64748;63072;61428;60615
12063000;65075;64435;63068;61441;59841;58800
12064000;112127;111454;109947;108160;106425;105357
12065000;48548;48191;47436;46601;45808;45259
12066000;27995;27371;26000;24426;22898;21941
12067000;64072;63666;62751;61693;60696;60098
12068000;94342;93880;92716;91198;89717;88984
12069000;80140;79494;78016;76271;74604;73592
12070000;97632;96806;94808;92154;89500;88119
12071000;42368;42098;41394;40577;39821;39427
12072000;72626;71971;70370;68258;66161;65107
12073000;148548;147723;145558;142567;139575;138179
13003000;1573;1519;1427;1331;1244;1186
13004000;1163;1136;1083;1038;1003;980
13071000;240057;238902;236574;233918;231506;230339
13072000;182164;180981;178611;175809;173231;171976
13073000;162629;161672;159779;157630;155672;154662
13074000;129872;129087;127590;125944;124414;123447
13075000;158486;156846;153672;150023;146631;144714
13076000;203920;202753;200400;197706;195253;194037
14511000;5871;5851;5817;5773;5729;5704
14521000;33978;33821;33488;33110;32748;32532
14522000;109663;109411;108826;108087;107371;107037
14523000;37197;37127;36979;36832;36698;36634
14524000;41143;41042;40825;40584;40352;40238
14612000;5621;5529;5398;5270;5148;5037
14625000;77677;77463;77020;76544;76105;75887
14626000;65264;65148;64844;64455;64092;63988
14627000;81141;80977;80626;80218;79833;79618
14628000;47804;47698;47463;47181;46912;46772
14713000;7712;7616;7443;7265;7094;6966
14729000;87895;87529;86811;86044;85327;84838
14730000;110821;110453;109781;109032;108323;107875
15001000;6026;5994;5942;5911;5879;5861
15002000;2772;2742;2689;2639;2593;2550
15003000;6785;6758;6741;6729;6721;6719
15081000;99938;99598;98794;97729;96675;96167
15082000;75691;75274;74359;73307;72265;71667
15083000;134773;134114;132641;130756;128886;127875
15084000;87784;87356;86424;85256;84101;83455
15085000;96877;96694;96281;95794;95334;95109
15086000;66658;66536;66188;65705;65238;65085
15087000;71283;70792;69712;68377;67061;66323
15088000;94966;94513;93526;92317;91132;90459
15089000;100287;99736;98513;96988;95476;94669
15090000;113280;112875;111893;110568;109257;108677
15091000;66524;66284;65708;64950;64208;63888
16051000;13593;13371;13043;12672;12339;12137
16052000;6274;6212;6114;6013;5921;5857
16053000;1992;1968;1934;1901;1870;1837
16054000;20;20;20;20;20;20
16055000;3088;3068;3039;3012;2986;2963
16056000;2532;2283;1848;1365;916;602
16061000;42068;41825;41388;40888;40447;40208
16062000;32888;32547;31944;31291;30694;30273
16063000;33066;32520;31563;30507;29548;28912
16064000;60572;59903;58709;57318;56078;55401
16065000;60815;60243;59202;57991;56920;56355
16066000;22082;22097;22124;22163;22230;22319
16067000;40734;40278;39483;38551;37734;37322
16068000;61311;60761;59789;58636;57607;57079
16069000;23857;23766;23591;23412;23266;23179
16070000;25025;24801;24421;24051;23700;23363
16071000;50872;50539;49931;49237;48637;48328
16072000;5222;5114;4929;4752;4584;4420
16073000;19023;18873;18605;18329;18077;17875
16074000;30214;29863;29232;28482;27823;27504
16075000;42139;41792;41175;40500;39888;39470
16076000;38318;38062;37597;37093;36644;36354
16077000;36309;35991;35400;34706;34108;33841
