kreis;Y_2022;Y_2025;Y_2030;Y_2035;Y_2040;Y_2045
5124000;4769;5015;5371;5722;6032;6302
5154000;11299;11458;11755;12039;12274;12466
5158000;8981;9071;9205;9344;9469;9576
5162000;9490;9611;9799;9987;10153;10297
5166000;8278;8390;8630;8874;9086;9265
5170000;12336;12396;12561;12731;12872;12990
5314000;4465;4530;4706;4878;5027;5149
5315000;10465;10528;10661;10783;10892;10988
5316000;2655;2686;2723;2759;2791;2820
5334000;11203;11487;11725;11966;12158;12305
5358000;8187;8384;8583;8785;8946;9070
5362000;9689;9788;9962;10134;10288;10422
5366000;8331;8426;8538;8651;8740;8808
5370000;9140;9228;9387;9543;9663;9754
5374000;10253;10327;10456;10585;10698;10794
5378000;7826;7876;7968;8060;8142;8212
5382000;16050;16290;16714;17140;17505;17805
5512000;2245;2250;2256;2262;2267;2270
5513000;3417;3456;3500;3548;3586;3617
5515000;5175;5279;5492;5727;5917;6059
5554000;13209;13310;13503;13675;13810;13910
5558000;8057;8080;8115;8147;8172;8191
5562000;13306;13425;13591;13771;13908;14014
5566000;16044;16103;16230;16355;16456;16531
5570000;9560;9689;9918;10147;10328;10465
5711000;6711;6748;6833;6918;6986;7039
5754000;11667;11761;11996;12229;12421;12569
5758000;8969;9044;9140;9240;9320;9380
5762000;6131;6219;6448;6672;6833;6937
5766000;12806;12946;13182;13426;13621;13768
5770000;13746;14170;14637;15123;15510;15799
5774000;9120;9247;9438;9616;9746;9834
5911000;5412;5508;5806;6112;6365;6574
5913000;8931;8973;9007;9040;9068;9092
5914000;2919;2941;2971;3003;3029;3052
5915000;3868;3884;3912;3941;3965;3985
5916000;2111;2152;2244;2342;2425;2495
5954000;7274;7309;7391;7479;7552;7611
5958000;9544;9637;9789;9942;10041;10092
5962000;10431;10493;10588;10698;10789;10863
5966000;4634;4652;4712;4771;4807;4822
5970000;8777;8784;8798;8812;8820;8825
5974000;10829;10858;10926;10991;11035;11059
5978000;9151;9192;9259;9327;9384;9430
6411000;1881;1895;1916;1935;1952;1965
6412000;5927;6053;6316;6543;6746;6929
6413000;1114;1133;1170;1205;1237;1265
6414000;3375;3435;3517;3598;3671;3734
6431000;6354;6436;6583;6720;6832;6926
6432000;6459;6541;6661;6771;6865;6945
6433000;4500;4520;4555;4591;4627;4657
6434000;4974;5016;5083;5145;5203;5254
6435000;10040;10154;10422;10680;10912;11125
6436000;3926;3960;4022;4083;4139;4189
6437000;3224;3289;3450;3606;3736;3844
6438000;5572;5683;5900;6111;6298;6464
6439000;4547;4587;4661;4732;4795;4850
6440000;7814;7895;8059;8232;8384;8514
6531000;6776;6800;6872;6944;7005;7047
6532000;7986;8031;8135;8240;8324;8387
6533000;5640;5704;5829;5956;6058;6135
6534000;7847;7918;8142;8366;8546;8681
6535000;5251;5315;5481;5653;5790;5891
6611000;3197;3221;3276;3326;3367;3398
6631000;7853;7926;8142;8357;8529;8656
6632000;5101;5150;5298;5445;5563;5649
6633000;8506;8546;8631;8719;8787;8839
6634000;7964;8001;8105;8214;8300;8363
6635000;7022;7057;7190;7331;7439;7517
6636000;4524;4552;4633;4718;4785;4835
7111000;1761;1778;1812;1844;1866;1882
7131000;4723;4811;4955;5093;5197;5274
7132000;5674;5722;5801;5881;5941;5985
7133000;5369;5440;5498;5553;5598;5634
7134000;3859;3944;4056;4168;4258;4328
7135000;2787;2820;2899;2980;3043;3089
7137000;6207;6352;6628;6898;7100;7250
7138000;6287;6534;6936;7338;7637;7857
7140000;4593;4666;4781;4897;4984;5047
7141000;4225;4284;4370;4458;4525;4575
7143000;8305;8407;8558;8708;8823;8908
7211000;1848;1996;2270;2516;2712;2859
7231000;5106;5229;5443;5653;5827;5962
7232000;6265;6359;6560;6795;6990;7141
7233000;3636;3686;3799;3911;4004;4076
7235000;6121;6257;6538;6817;7052;7232
7311000;756;764;780;796;810;821
7312000;1783;1889;2074;2247;2373;2457
7313000;926;950;985;1019;1047;1067
7314000;1845;1862;1883;1901;1917;1931
7315000;2412;2432;2455;2477;2496;2512
7316000;1176;1188;1210;1232;1250;1264
7317000;1019;1029;1060;1091;1115;1130
7318000;757;774;812;849;879;902
7319000;1557;1607;1664;1715;1757;1791
7320000;994;1002;1028;1054;1074;1087
7331000;4217;4290;4436;4578;4688;4772
7332000;3950;4028;4154;4279;4379;4458
7333000;3123;3146;3205;3267;3314;3346
7334000;3426;3470;3530;3587;3634;3672
7335000;4442;4480;4571;4664;4734;4781
7336000;3537;3556;3611;3670;3713;3742
7337000;3777;3882;4037;4190;4316;4418
7338000;3711;3840;4048;4246;4403;4528
7339000;5161;5194;5281;5362;5429;5481
7340000;4554;4584;4663;4746;4806;4844
8111000;5826;5893;6030;6150;6260;6359
8115000;6465;6554;6708;6849;6976;7087
8116000;8554;8659;8834;8999;9149;9280
8117000;5839;5968;6190;6396;6577;6736
8118000;8470;8602;8900;9174;9426;9649
8119000;7947;8152;8376;8583;8767;8927
8121000;1623;1654;1690;1724;1752;1776
8125000;8763;8947;9241;9507;9725;9898
8126000;4285;4374;4514;4638;4736;4812
8127000;8174;8299;8562;8820;9028;9191
8128000;5142;5302;5590;5866;6088;6259
8135000;3996;4077;4202;4321;4420;4501
8136000;10145;10285;10531;10775;10975;11132
8211000;1167;1203;1265;1323;1374;1415
8212000;3325;3360;3410;3455;3496;3531
8215000;9819;10026;10348;10657;10925;11144
8216000;5321;5408;5572;5729;5866;5978
8221000;1636;1652;1687;1718;1747;1773
8222000;2865;2929;3013;3092;3162;3222
8225000;5747;5962;6279;6593;6868;7093
8226000;11114;11383;11747;12091;12396;12653
8231000;1614;1656;1686;1713;1737;1756
8235000;4816;4939;5150;5344;5504;5633
8236000;5087;5246;5529;5794;6011;6182
8237000;4000;4066;4155;4239;4308;4363
8311000;2290;2339;2416;2489;2553;2606
8315000;6320;6555;6894;7211;7481;7701
8316000;3612;3702;3882;4053;4196;4311
8317000;11180;11429;11828;12207;12523;12774
8325000;5012;5104;5268;5425;5552;5653
8326000;5398;5603;5985;6340;6632;6864
8327000;4459;4596;4810;5005;5164;5290
8335000;6379;6473;6637;6790;6922;7027
8336000;5013;5135;5285;5427;5547;5645
8337000;5872;5982;6178;6364;6518;6643
8415000;6950;7078;7262;7435;7578;7688
8416000;4705;4796;4948;5093;5217;5313
8417000;6718;6949;7296;7625;7899;8110
8421000;1742;1793;1878;1960;2035;2098
8425000;7110;7304;7669;8017;8310;8543
8426000;8389;8612;8989;9337;9628;9861
8435000;5521;5640;5863;6067;6237;6377
8436000;9083;9270;9652;10017;10320;10564
8437000;5644;5796;6065;6333;6553;6730
9161000;2558;2586;2648;2706;2756;2799
9162000;13221;13337;13565;13771;13960;14133
9163000;984;1021;1080;1136;1187;1232
9171000;4230;4282;4378;4472;4553;4621
9172000;3057;3118;3239;3368;3481;3581
9173000;3774;3835;3927;4008;4079;4141
9174000;4377;4420;4547;4671;4782;4879
9175000;3741;3799;3948;4095;4230;4350
9176000;5651;5735;5904;6061;6194;6302
9177000;5246;5323;5534;5726;5896;6042
9178000;5291;5367;5535;5686;5826;5949
9179000;4664;4692;4749;4813;4873;4928
9180000;2666;2736;2833;2924;3005;3076
9181000;4484;4553;4702;4858;4997;5120
9182000;3432;3477;3588;3696;3803;3897
9183000;4940;5053;5190;5314;5422;5514
9184000;6605;6651;6749;6843;6935;7019
9185000;4649;4708;4861;5017;5148;5255
9186000;5359;5418;5593;5757;5897;6011
9187000;9408;9505;9729;9978;10205;10396
9188000;4276;4327;4404;4477;4546;4609
9189000;7373;7456;7670;7875;8052;8227
9190000;4731;4786;4898;4999;5085;5158
9261000;1368;1380;1406;1433;1458;1479
9262000;1233;1248;1282;1314;1341;1361
9263000;1000;1029;1075;1117;1153;1180
9271000;5582;5640;5767;5887;5978;6044
9272000;4397;4509;4733;4945;5110;5231
9273000;5623;5726;5898;6050;6178;6281
9274000;8291;8461;8870;9257;9582;9851
9275000;10597;10716;10964;11212;11398;11535
9276000;3871;3982;4187;4378;4529;4640
9277000;7545;7686;7972;8291;8570;8793
9278000;6043;6151;6367;6562;6715;6826
9279000;5407;5583;5873;6135;6356;6539
9361000;953;968;996;1024;1045;1061
9362000;2026;2058;2108;2154;2195;2230
9363000;979;989;1011;1032;1048;1061
9371000;5413;5506;5678;5852;5985;6078
9372000;7773;7863;8039;8209;8351;8464
9373000;6373;6494;6709;6899;7049;7160
9374000;5233;5311;5447;5585;5690;5765
9375000;8046;8134;8333;8555;8737;8880
9376000;7384;7494;7740;8006;8211;8357
9377000;4156;4253;4397;4544;4655;4730
9461000;1147;1167;1199;1226;1248;1263
9462000;1405;1408;1415;1423;1428;1432
9463000;1121;1130;1148;1166;1180;1189
9464000;1084;1088;1094;1101;1105;1108
9471000;6091;6236;6500;6748;6937;7068
9472000;5834;5884;6019;6161;6260;6317
9473000;3902;3946;4053;4154;4228;4277
9474000;4605;4671;4812;4946;5052;5125
9475000;4915;4941;5014;5092;5146;5172
9476000;3171;3201;3263;3324;3368;3395
9477000;3743;3778;3837;3901;3944;3965
9478000;2929;2958;2998;3037;3065;3084
9479000;3296;3318;3370;3428;3468;3486
9561000;1055;1080;1144;1207;1256;1295
9562000;1757;1765;1788;1813;1838;1860
9563000;1667;1686;1722;1755;1785;1810
9564000;5552;5593;5662;5735;5802;5862
9565000;869;880;904;926;946;963
9571000;9951;10171;10605;11040;11377;11633
9572000;4419;4473;4609;4746;4865;4964
9573000;3302;3347;3452;3552;3638;3709
9574000;5580;5648;5814;5982;6136;6268
9575000;5299;5395;5604;5817;5990;6120
9576000;5028;5086;5200;5317;5423;5513
9577000;4648;4716;4863;5007;5122;5211
9661000;1077;1085;1096;1107;1115;1121
9662000;799;807;826;843;857;866
9663000;1958;2020;2077;2135;2183;2219
9671000;4909;4954;5066;5173;5255;5315
9672000;4538;4594;4711;4822;4900;4948
9673000;3831;3870;3953;4033;4089;4122
9674000;4018;4062;4164;4259;4326;4368
9675000;3585;3613;3674;3737;3787;3823
9676000;3979;4050;4203;4351;4463;4545
9677000;4902;5014;5221;5427;5591;5706
9678000;4449;4544;4749;4941;5081;5174
9679000;5251;5311;5451;5588;5698;5780
9761000;3210;3269;3379;3482;3574;3656
9762000;790;806;832;858;881;901
9763000;1022;1046;1091;1133;1170;1203
9764000;923;935;962;991;1017;1039
9771000;5251;5318;5470;5610;5732;5836
9772000;8581;8740;9018;9278;9499;9686
9773000;4880;4969;5140;5310;5454;5572
9774000;5374;5462;5624;5767;5886;5983
9775000;4846;4931;5049;5156;5248;5324
9776000;2164;2200;2272;2346;2409;2464
9777000;5617;5685;5849;6039;6195;6325
9778000;6638;6728;6956;7214;7427;7602
9779000;6858;6953;7145;7356;7539;7692
9780000;4432;4513;4702;4890;5060;5205
10041000;7208;7280;7372;7461;7516;7553
10042000;4475;4644;4727;4821;4879;4916
10043000;4135;4171;4208;4250;4274;4288
10044000;6364;6576;6662;6760;6818;6850
10045000;4764;4808;4845;4885;4909;4923
10046000;3929;3989;4031;4082;4111;4124
11000000;32176;32717;33854;34914;35947;36927
12051000;1910;2034;2238;2457;2651;2829
12052000;2458;2479;2503;2529;2544;2553
12053000;1418;1440;1501;1565;1617;1660
12054000;2857;2934;3071;3204;3321;3425
12060000;9365;9502;9722;9954;10149;10313
12061000;11015;11051;11127;11205;11269;11325
12062000;8850;8856;8866;8890;8902;8909
12063000;8937;9037;9211;9387;9544;9685
12064000;12178;12229;12315;12399;12468;12527
12065000;10737;10813;10953;11091;11206;11304
12066000;6301;6376;6476;6481;6483;6485
12067000;10412;10565;10807;11050;11253;11424
12068000;7951;8057;8227;8420;8570;8692
12069000;12860;13277;14075;14891;15616;16256
12070000;7273;7318;7381;7452;7503;7544
12071000;8782;8784;8790;8804;8811;8817
12072000;9381;9601;9965;10325;10651;10943
12073000;9218;9247;9309;9389;9449;9498
13003000;2446;2479;2535;2591;2636;2672
13004000;1547;1562;1590;1617;1635;1647
13071000;15674;15727;15795;15875;15931;15966
13072000;13324;13370;13466;13569;13659;13732
13073000;13170;13236;13330;13429;13495;13540
13074000;9271;9302;9370;9434;9476;9503
13075000;14152;14203;14286;14374;14431;14467
13076000;16034;16096;16246;16390;16487;16549
14511000;5282;5304;5333;5359;5383;5404
14521000;15314;15604;16088;16572;17055;17539
14522000;17029;17063;17081;17097;17108;17116
14523000;11408;11440;11484;11485;11486;11486
14524000;12360;12450;12571;12576;12577;12577
14612000;7873;8017;8250;8479;8691;8875
14625000;15725;15827;15903;15925;15938;15946
14626000;14447;14455;14465;14469;14472;14474
14627000;11177;11280;11460;11683;11898;12091
14628000;11834;11890;11991;12108;12218;12319
14713000;7132;7217;7399;7576;7740;7888
14729000;12282;12420;12651;12905;13146;13371
14730000;10294;10492;10768;11074;11367;11634
15001000;2217;2292;2392;2399;2406;2410
15002000;3086;3100;3123;3145;3165;3181
15003000;3856;3920;3957;3994;4029;4057
15081000;6845;6854;6860;6868;6874;6876
15082000;7848;7932;8046;8052;8056;8058
15083000;9725;9743;9776;9806;9824;9834
15084000;8079;8101;8114;8126;8137;8147
15085000;9200;9231;9253;9276;9292;9300
15086000;5606;5613;5630;5650;5664;5673
15087000;6787;6807;6841;6874;6908;6941
15088000;8388;8401;8419;8444;8463;8481
15089000;7837;7912;8013;8020;8025;8027
15090000;7745;7781;7799;7810;7817;7819
15091000;8082;8120;8136;8144;8149;8152
16051000;3413;3477;3512;3543;3564;3580
16052000;2107;2161;2181;2186;2190;2191
16053000;1680;1693;1706;1717;1728;1737
16054000;1099;1106;1109;1110;1112;1114
16055000;1117;1131;1153;1172;1186;1196
16056000;929;933;945;956;965;972
16061000;4104;4117;4129;4140;4145;4146
16062000;3321;3330;3336;3338;3339;3340
16063000;5702;5730;5742;5748;5750;5750
16064000;4434;4456;4471;4487;4496;4498
16065000;3524;3524;3525;3525;3525;3525
16066000;5670;5722;5754;5789;5812;5823
16067000;4922;4991;5020;5052;5075;5089
16068000;3123;3140;3157;3175;3186;3191
16069000;3379;3389;3395;3399;3401;3401
16070000;4036;4069;4108;4147;4172;4187
16071000;3715;3737;3763;3789;3806;3817
16072000;2485;2497;2517;2525;2525;2525
16073000;4363;4407;4480;4553;4626;4699
16074000;3928;3949;3963;3977;3987;3995
16075000;4373;4376;4379;4380;4381;4381
16076000;5069;5074;5081;5082;5082;5082
16077000;3688;3698;3716;3716;3716;3717
