kreis;Y_2022;Y_2025;Y_2030;Y_2035;Y_2040;Y_2045
5120000;0;1;5;8;10;12
5122000;0;2;6;10;13;14
5124000;0;4;12;19;24;27
5154000;63;142;303;432;534;589
5158000;10;27;64;92;115;128
5162000;36;78;164;232;286;315
5166000;11;33;79;115;144;159
5170000;57;127;269;382;472;520
5314000;0;3;10;16;20;23
5315000;2;13;37;55;70;78
5316000;0;1;5;9;11;12
5334000;52;109;227;320;394;435
5358000;37;89;194;278;345;381
5362000;44;95;200;283;349;385
5366000;48;116;254;365;452;499
5370000;15;42;97;141;175;194
5374000;0;22;68;105;134;149
5378000;2;14;39;59;75;83
5382000;21;65;156;229;286;317
5512000;11;15;24;32;38;43
5513000;0;1;4;6;8;9
5515000;9;15;29;41;49;56
5554000;13;35;82;122;152;174
5558000;64;97;165;224;269;301
5562000;7;19;44;65;81;93
5566000;76;121;216;297;358;403
5570000;34;61;117;165;202;228
5711000;35;48;76;100;118;132
5754000;35;57;105;146;176;199
5758000;13;22;42;60;73;82
5762000;115;163;265;353;419;466
5766000;127;180;290;385;456;508
5770000;118;167;269;357;423;471
5774000;77;115;195;264;316;354
5911000;6;9;17;23;28;32
5913000;10;16;30;41;50;57
5914000;0;2;6;10;13;15
5915000;0;2;9;14;18;21
5916000;0;0;2;3;4;4
5954000;5;11;26;38;47;54
5958000;84;134;238;327;394;443
5962000;4;19;50;77;97;112
5966000;0;9;28;45;57;67
5970000;2;17;49;77;97;113
5974000;118;169;276;368;437;488
5978000;6;14;33;49;60;69
6411000;0;1;4;7;10;11
6412000;0;3;10;15;20;23
6413000;11;14;22;29;34;38
6414000;15;22;36;49;58;65
6431000;21;36;68;96;117;132
6432000;29;46;81;111;134;151
6433000;15;25;46;65;78;88
6434000;53;74;119;158;187;208
6435000;57;91;164;226;273;307
6436000;9;14;25;35;43;48
6437000;37;55;95;128;154;172
6438000;29;42;69;92;110;122
6439000;24;41;78;109;133;150
6440000;44;71;127;176;212;239
6531000;129;162;234;290;334;356
6532000;80;110;174;225;264;285
6533000;26;42;78;106;128;139
6534000;79;112;184;240;284;307
6535000;59;93;166;223;267;291
6611000;0;1;5;8;11;12
6631000;87;124;202;264;312;337
6632000;123;160;238;300;349;374
6633000;280;343;477;582;664;707
6634000;186;240;354;444;514;551
6635000;215;278;413;519;602;645
6636000;89;120;185;237;277;298
7111000;0;1;5;8;11;12
7131000;10;25;58;83;103;114
7132000;38;54;90;118;140;151
7133000;176;216;302;370;423;450
7134000;70;93;144;184;214;231
7135000;110;138;197;244;280;299
7137000;66;90;140;180;211;227
7138000;26;40;72;97;116;126
7140000;121;156;230;288;333;357
7141000;13;28;62;88;108;119
7143000;205;252;351;430;491;522
7211000;8;11;17;23;27;29
7231000;391;468;631;759;858;910
7232000;411;499;685;831;945;1005
7233000;33;53;98;133;160;174
7235000;394;470;631;758;857;909
7311000;0;0;2;3;4;5
7312000;33;40;55;67;76;81
7313000;10;12;19;23;27;29
7314000;12;15;21;26;30;32
7315000;0;1;5;8;10;11
7316000;16;20;29;36;42;45
7317000;0;1;3;5;6;7
7318000;0;0;2;3;4;5
7319000;0;1;6;9;11;13
7320000;0;1;3;6;7;8
7331000;76;97;142;178;205;220
7332000;51;68;106;136;159;171
7333000;111;138;196;242;277;296
7334000;16;26;48;66;80;87
7335000;113;140;199;245;280;299
7336000;41;57;91;117;138;149
7337000;10;22;49;71;87;96
7338000;19;27;44;57;68;73
7339000;72;93;137;172;200;214
7340000;135;171;248;308;355;380
8111000;0;5;15;24;30;34
8115000;10;28;65;95;118;131
8116000;22;44;89;126;154;170
8117000;31;56;106;147;179;197
8118000;8;27;66;98;123;136
8119000;11;35;85;125;156;173
8121000;0;2;7;11;14;16
8125000;128;193;324;429;512;557
8126000;133;191;309;404;478;519
8127000;139;217;373;500;599;653
8128000;269;381;605;786;928;1007
8135000;99;143;234;306;363;394
8136000;134;211;366;491;589;643
8211000;5;9;19;27;34;37
8212000;2;6;16;24;31;34
8215000;75;124;223;302;365;399
8216000;53;87;155;210;253;277
8221000;18;26;42;55;65;70
8222000;5;10;20;28;35;38
8225000;99;156;271;364;436;477
8226000;104;161;276;368;440;481
8231000;7;11;20;27;33;36
8235000;25;52;107;151;185;205
8236000;27;49;94;130;158;173
8237000;98;148;250;332;396;432
8311000;9;15;28;39;47;51
8315000;64;117;224;310;378;415
8316000;32;58;111;154;187;206
8317000;84;155;298;413;503;553
8325000;33;62;120;167;203;223
8326000;99;153;264;352;422;460
8327000;85;128;215;285;340;371
8335000;189;265;418;541;637;691
8336000;18;43;94;135;168;186
8337000;50;93;179;249;303;333
8415000;38;76;153;216;264;291
8416000;2;15;42;64;82;91
8417000;32;64;129;181;222;245
8421000;29;40;63;82;96;105
8425000;245;351;564;736;870;944
8426000;175;261;436;576;686;747
8435000;0;16;50;76;97;109
8436000;139;220;385;517;620;678
8437000;207;298;481;628;743;807
9161000;19;30;57;77;92;98
9162000;0;18;61;92;116;124
9163000;0;2;7;10;13;14
9171000;225;303;487;619;722;758
9172000;67;129;277;382;465;493
9173000;19;88;250;367;458;489
9174000;215;292;472;602;703;738
9175000;63;108;213;288;348;368
9176000;351;492;824;1062;1248;1313
9177000;82;149;308;422;511;541
9178000;316;426;684;869;1014;1064
9179000;235;307;477;599;694;727
9180000;40;107;266;379;468;499
9181000;458;596;922;1155;1337;1400
9182000;14;67;194;284;355;379
9183000;148;225;405;534;636;670
9184000;80;135;264;356;429;454
9185000;362;477;749;944;1096;1149
9186000;148;222;396;521;619;653
9187000;74;173;407;574;705;750
9188000;68;110;209;280;335;355
9189000;123;237;507;700;851;903
9190000;163;252;462;612;730;771
9261000;51;65;98;121;140;146
9262000;26;35;57;72;85;89
9263000;61;77;115;142;163;170
9271000;709;901;1352;1675;1928;2015
9272000;113;193;382;517;623;660
9273000;512;677;1063;1341;1557;1632
9274000;624;828;1306;1649;1917;2009
9275000;903;1173;1807;2262;2617;2740
9276000;112;191;378;513;617;654
9277000;395;549;911;1170;1373;1443
9278000;860;1102;1671;2078;2397;2507
9279000;530;687;1056;1321;1528;1600
9361000;45;56;85;105;120;126
9362000;1;5;17;25;31;34
9363000;40;52;80;100;116;122
9371000;377;526;876;1126;1322;1390
9372000;37;134;362;526;654;698
9373000;685;901;1407;1770;2054;2152
9374000;432;602;1002;1288;1512;1589
9375000;358;511;871;1129;1331;1401
9376000;401;567;956;1235;1453;1528
9377000;170;267;497;661;790;834
9461000;2;5;14;20;25;26
9462000;2;6;16;23;29;31
9463000;9;13;24;32;38;40
9464000;26;34;54;69;80;84
9471000;277;401;692;900;1063;1119
9472000;259;385;682;895;1062;1119
9473000;430;550;833;1036;1195;1249
9474000;115;175;318;420;500;528
9475000;494;645;1000;1254;1453;1521
9476000;97;154;290;387;463;489
9477000;367;479;741;930;1077;1128
9478000;250;330;519;654;760;797
9479000;170;239;403;520;611;643
9561000;107;108;112;116;118;119
9562000;1;1;2;2;3;3
9563000;16;16;17;18;18;19
9564000;0;0;2;4;5;5
9565000;0;0;0;0;1;1
9571000;1069;1090;1141;1180;1208;1219
9572000;173;177;188;196;202;204
9573000;170;173;181;187;191;193
9574000;38;41;50;57;62;64
9575000;425;435;460;479;493;498
9576000;342;350;368;383;393;397
9577000;309;317;335;349;359;364
9661000;6;6;7;7;8;8
9662000;19;19;20;20;21;21
9663000;14;14;15;16;17;17
9671000;36;39;47;53;57;59
9672000;385;394;417;434;446;451
9673000;155;161;175;187;194;198
9674000;514;524;548;567;581;586
9675000;606;616;640;659;673;678
9676000;118;122;132;141;146;149
9677000;575;587;617;640;656;663
9678000;214;220;234;245;253;257
9679000;461;470;493;511;524;529
9761000;0;0;2;3;3;4
9762000;11;11;12;12;12;13
9763000;14;14;15;16;16;17
9764000;16;16;17;18;19;19
9771000;374;382;400;414;425;429
9772000;521;532;557;577;591;597
9773000;352;359;377;391;401;405
9774000;317;324;340;353;363;366
9775000;55;57;64;69;73;74
9776000;20;21;25;28;30;31
9777000;193;201;220;235;245;250
9778000;614;626;656;680;696;703
9779000;223;231;250;264;275;279
9780000;169;177;197;212;223;228
10041000;212;216;226;234;240;242
10042000;113;116;125;132;137;139
10043000;120;122;128;133;136;137
10044000;115;118;126;132;136;138
10045000;54;56;62;66;69;70
10046000;209;213;224;232;238;241
11000000;28;28;29;34;35;37
12051000;265;302;405;491;553;591
12052000;136;156;214;261;296;317
12053000;33;41;65;85;100;109
12054000;40;50;80;105;123;134
12060000;458;559;839;1073;1242;1346
12061000;472;601;961;1262;1478;1611
12062000;926;1093;1557;1944;2222;2394
12063000;310;403;661;877;1032;1128
12064000;722;875;1301;1656;1911;2069
12065000;198;281;513;706;845;931
12066000;1257;1437;1939;2358;2658;2845
12067000;438;563;911;1201;1409;1539
12068000;558;705;1116;1458;1703;1856
12069000;460;599;985;1307;1539;1683
12070000;607;747;1135;1459;1692;1837
12071000;1252;1447;1988;2439;2764;2965
12072000;349;459;765;1020;1204;1317
12073000;644;820;1308;1716;2009;2190
13003000;40;55;89;115;135;143
13004000;61;77;115;143;165;174
13071000;1306;1780;2851;3671;4290;4560
13072000;733;1014;1649;2135;2503;2663
13073000;743;1016;1634;2107;2465;2621
13074000;362;519;876;1149;1355;1445
13075000;1245;1640;2534;3218;3734;3960
13076000;1229;1657;2625;3366;3925;4170
14511000;109;128;172;207;233;247
14521000;162;237;407;542;643;698
14522000;463;582;851;1063;1224;1310
14523000;118;175;305;407;485;526
14524000;150;197;302;386;449;483
14612000;8;19;44;63;78;86
14625000;672;824;1167;1438;1643;1753
14626000;440;557;819;1026;1183;1268
14627000;447;544;762;935;1066;1136
14628000;49;106;234;336;412;454
14713000;110;132;181;220;250;266
14729000;712;846;1147;1385;1565;1662
14730000;526;650;929;1149;1316;1406
15001000;53;66;97;122;140;150
15002000;51;61;83;101;115;122
15003000;76;91;124;151;171;182
15081000;252;353;579;759;894;967
15082000;1128;1304;1700;2014;2250;2378
15083000;474;603;892;1122;1295;1388
15084000;473;572;794;970;1103;1175
15085000;449;566;831;1040;1198;1283
15086000;282;364;548;695;805;864
15087000;984;1143;1502;1785;1999;2115
15088000;795;932;1240;1483;1667;1767
15089000;702;828;1111;1335;1505;1596
15090000;410;533;810;1030;1195;1285
15091000;364;466;697;880;1018;1092
16051000;87;115;178;232;273;305
16052000;51;67;103;135;158;176
16053000;16;24;41;57;68;77
16054000;15;24;43;61;74;84
16055000;7;12;22;32;39;45
16056000;56;71;105;134;156;173
16061000;98;157;287;401;486;552
16062000;213;285;443;581;684;764
16063000;242;344;565;759;905;1016
16064000;277;373;583;766;904;1010
16065000;357;472;721;939;1103;1229
16066000;157;241;425;586;707;800
16067000;278;373;579;759;894;998
16068000;101;155;274;377;455;515
16069000;193;271;441;589;701;787
16070000;97;150;267;368;445;504
16071000;295;387;588;764;896;998
16072000;26;50;105;152;187;215
16073000;41;92;204;301;375;431
16074000;151;215;356;479;571;642
16075000;142;219;387;534;645;730
16076000;283;375;575;749;881;982
16077000;360;455;662;842;979;1083
